English,Hindi
exwax ear drop is a combination of two medicines: benzocaine and chlorbutol,एक्स्वैक्स इयर ड्रॉप दो दवाओं का एक मिश्रण हैःबेनज़ोकेन और क्लोरब्यूटॉल
benzocaine is a local anesthetic,बेनज़ोकेन एक लोकल एनेस्थेटिक है
+ chlorbutol,+ क्लोरब्यूटॉल
exwax ear drop is used in the treatment of ear infection,एक्स्वैक्स इयर ड्रॉप का इस्तेमाल कान में संक्रमण के इलाज में किया जाता है
bandy-plus tablet is a combination of two antiparasitic medicines: ivermectin and albendazole,सविस्तार वर्णन करना-प्लस टैबलेट दो एंटीपैरासिटिक दवाओं का मिश्रण है: आइवरमेकटिन और ऐल्बेनडैज़ोल
bandy-plus tablet,सविस्तार वर्णन करना-प्लस टैबलेट
use of veloz d capsule is not recommended in patients with moderate and severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए वेलोज़ डी कैप्सूल का इस्तेमाल संभवतः असुरक्षित है
use of dexoderm tablet is not recommended in patients with severe liver disease and active liver disease,"गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों के लिए डेक्सोडर्म टैबलेट का इस्तेमाल संभवतः असुरक्षित है, इसके सेवन से परहेज करें"
veloz d capsule is a combination of two medicines: domperidone and rabeprazole,वेलोज़ डी कैप्सूल दो दवाओं का एक मिश्रण हैःडोम्पेरिडोन और रॉबेप्राजोल
centron plus tablet is a birth control pill,सेंन्टोन प्लस टैबलेट एक गर्भनिरोधक दवा है
what were the side-effects while using centron plus tablet?,सेंन्टोन प्लस टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take centron plus tablet?,आप सेंन्टोन प्लस टैबलेट किस तरह से लेते हैं?
unwanted kit tablet,अनवांटेड किट टैबलेट
migranex <n1> tablet is used for preventive treatment of migraine,माइग्रैनेक्स <n1> टैबलेट का इस्तेमाल प्रिवेंटिव ट्रीटमेंट ओएफ माइग्रेन में होने वाला सिरदर्द के लिए किया जाता है
centron plus tablet may cause delayed periods in few women,सेंन्टोन प्लस टैबलेट कुछ महिलाओं में पीरियड्स के देर से आने का कारण होता है
"bandy-plus tablet: view uses, side effects, price and substitutes | <n1>mg","सविस्तार वर्णन करना-प्लस टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
centron plus tablet is safe for breastfeeding women,सेंन्टोन प्लस टैबलेट स्तनपान कराने वाली महिलाओं के लिए सुरक्षित है
"does not affect heart rate, blood pressure at rest or during exercise","आराम या व्यायाम करने के दौरान दिल की गति , ब्लड प्रेशर पर प्रभाव नहीं पड़ता है"
what were the side-effects while using bandy-plus tablet?,सविस्तार वर्णन करना-प्लस टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
as gabaneuron nt tablet may affect your alertness which may affect your ability to drive,"गाबान्यूरोन एनटी टैबलेट से आपकी सतर्कता (अलर्टनेस) पर असर पड़ सकता है, जिससे आपको ड्राइव करने में परेशानी हो सकती है"
how do you take bandy-plus tablet?,आप सविस्तार वर्णन करना-प्लस टैबलेट किस तरह से लेते हैं?
dexoderm tablet is used in the treatment of fungal infections,डेक्सोडर्म टैबलेट का इस्तेमाल फंगल इन्फेक्शन के इलाज में किया जाता है
+ valproic acid,+ वैल्प्रोइक एसिड
what were the side-effects while using tambac <n1> mg tablet dt?,टैम्बक <n1> एमजी टैबलेट डीटी के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
"centron plus tablet: view uses, side effects, price and substitutes | <n1>mg","सेंन्टोन प्लस टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
gabaneuron nt tablet,गाबान्यूरोन एनटी टैबलेट
"gabaneuron nt tablet: view uses, side effects, price and substitutes | <n1>mg","गाबान्यूरोन एनटी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
migranex <n1> tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए माइग्रैनेक्स <n1> टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
"migranex <n1> tablet works by preventing loss of tone and dilation of blood vessels, thus preventing the migraine headache","माइग्रैनेक्स <n1> टैबलेट रक्त की कोशिकाओं को चौड़ा होने से और टोन की कमी को रोककर काम करता है, इस तरह माइग्रेन का सिरदर्द रोकता है"
gabaneuron nt tablet is a combination of two medicines: gabapentin and nortriptyline,गाबान्यूरोन एनटी टैबलेट दो दवाओं का एक मिश्रण हैःगैबापेन्टिन और नोर्ट्रिप्टीलीन
how do you take r-loc tablet?,आप आर-एलओसी टैबलेट किस तरह से लेते हैं?
"r-loc <n1> tablet: view uses, side effects, price and substitutes | <n2>mg","आर-एलओसी <n1> टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
what were the side-effects while using r-loc <n1> tablet?,आर-एलओसी <n1> टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
"grerab d capsule sr: view uses, side effects, price and substitutes | <n1>mg","ग्रेरैब डी कैप्सूल एसआर: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
grerab d capsule sr is a combination of two medicines: domperidone and rabeprazole,ग्रेरैब डी कैप्सूल एसआर दो दवाओं का एक मिश्रण हैःडोम्पेरिडोन और रॉबेप्राजोल
bladmir <n1> tablet er is used in the treatment of overactive bladder (oab) symptoms,ब्लेडमिर <n1> टैबलेट ईआर का इस्तेमाल अतिसक्रिय ब्लैडर के लक्षण के इलाज में किया जाता है
inform your doctor if you do not feel better after taking r-loc <n1> tablet for two weeks or <n2> days as you may be suffering from some other problems,दो हफ्ते या <n2> दिनों के लिए आर-एलओसी <n1> टैबलेट लेने के बाद भी अगर आप बेहतर महसूस नहीं करते हैं तो अपने डॉक्टर को सूचित करें क्योंकि आपको कोई दूसरी परेशानियाँ हो सकती है
"oab is a collection of urinary symptoms, including frequent urination, urgent need to urinate, and inability to control urination","अतिसक्रिय ब्लैडर (OAB) एक ऐसी समस्या है जिसमें बार-बार पेशाब आना, मूत्र विसर्जन की तीव्र इच्छा और मूत्र विसर्जन पर नियंत्रण ना होना जैसे लक्षण शामिल हैं"
take r-loc <n1> tablet before going to bed if you are taking this medicine once a day as it is very effective in controlling stomach acid released in the midnight,अगर आप आर-एलओसी <n1> टैबलेट को दिन में एक बार ले रहे हैं तो इस दवा को सोने से पहले लें क्योंकि ये रात में निकलने वाले पेट के एसिड के नियंत्रण में बहुत असरदार होता है
bladmir <n1> tablet er should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ ब्लेडमिर <n1> टैबलेट ईआर का इस्तेमाल करें
bladmir <n1> tablet er helps you to have better control over your urination,ब्लेडमिर <n1> टैबलेट ईआर आपको पेशाब करने में बेहतर नियंत्रण रखने में मदद करता है
use of grerab d capsule sr is not recommended in patients with moderate and severe liver disease,मथ्यम व गंभीर लीवर संबंधित रोग से पीड़ित मरीजों के लिए ग्रेरैब डी कैप्सूल एसआर का इस्तेमाल संभवतः असुरक्षित है
r-loc <n1> tablet can also decrease alcohol breakdown and increase its level in blood,आर-एलओसी <n1> टैबलेट अल्कोहल के ब्रेकडाउन को कम करने और ब्लड के स्तर को बढ़ाने का काम करता है
use birth control measures to prevent pregnancy while taking mebex <n1> mg tablet,मेबेक्स <n1> एमजी टैबलेट लेने के दौरान प्रेगनेंसी से बचने के लिए गर्भ निरोधकों का इस्तेमाल करें
"axol plus syrup: view uses, side effects, price and substitutes | <n1>mg","ऐक्सोल प्लस सिरप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
"axol plus syrup may cause side effects such as dizziness, increased or uneven heart rate, muscle cramps or muscle pain","ऐक्सोल प्लस सिरप के साइड इफेक्ट के तौर पर चक्कर आना, दिल के धड़कन का बढ़ जाना, मांसपेशियों में दर्द या ऐंठन हो सकता है"
what were the side-effects while using mebex <n1> mg tablet?,मेबेक्स <n1> एमजी टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
+ gatifloxacin,+ गैटिफ्लोक्ससिन
ranitidine <n1>mg injection can also decrease alcohol breakdown and increase its level in blood,रैनिटिडाइन <n1>mg इन्जेक्शन अल्कोहल के ब्रेकडाउन को कम करने और ब्लड के स्तर को बढ़ाने का काम करता है
salbutamol is a bronchodilator,सालबुटामॉल ब्रोन्कोडाइलेटर होता है
take ranitidine <n1>mg injection before going to bed if you are taking this medicine once a day as it is very effective in controlling stomach acid released in the midnight,अगर आप रैनिटिडाइन <n1>mg इन्जेक्शन को दिन में एक बार ले रहे हैं तो इस दवा को सोने से पहले लें क्योंकि ये रात में निकलने वाले पेट के एसिड के नियंत्रण में बहुत असरदार होता है
inform your doctor if you do not feel better after taking ranitidine <n1>mg injection for two weeks or <n2> days as you may be suffering from some other problems,दो हफ्ते या <n2> दिनों के लिए रैनिटिडाइन <n1>mg इन्जेक्शन लेने के बाद भी अगर आप बेहतर महसूस नहीं करते हैं तो अपने डॉक्टर को सूचित करें क्योंकि आपको कोई दूसरी परेशानियाँ हो सकती है
mebex <n1> mg tablet affects the permeability of the cell membrane thereby killing the worms,मेबेक्स <n1> एमजी टैबलेट सेल मेमब्रेन के पर्मीअबिलिटी या पारगम्यता को प्रभावित करता है जिससे कीड़े मर जाते है
tedykoff cough syrup is used in the treatment of dry cough,तेडकोफ खांसी सिरप का इस्तेमाल सूखी खांसी के इलाज में किया जाता है
"mebex <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","मेबेक्स <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
tedykoff cough syrup is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए तेडकोफ खांसी सिरप का इस्तेमाल संभवतः सुरक्षित हो सकता है
what were the side-effects while using akurit <n1> tablet?,अकुरिट <n1> टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take akurit <n1> tablet?,आप अकुरिट <n1> टैबलेट किस तरह से लेते हैं?
akurit <n1> tablet,अकुरिट <n1> टैबलेट
"akurit <n1> tablet: view uses, side effects, price and substitutes | <n2>mg","अकुरिट <n1> टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
akurit <n1> tablet occasionally causes sight problems and tingling or numbness in hand or feet,"अकुरिट <n1> टैबलेट कभी कभी देखने में परेशानी, गुदगुदी या हाथ या पैरों के सुन्न पड़ने का कारण बन सकता है"
flurbiprofen is a non-steroidal anti-inflammatory drug (nsaid),फ्लूरबीपरोफेन नॉन-स्टेरॉयडल एंटी-इन्फ्लामेटरी ड्रग्स (एनएसएआईडी) नामक दवाओं के एक समूह से सम्बन्ध रखता है
proflur plus eye drop is used in the treatment of bacterial eye infections,प्रोफ्लर प्लस आई ड्रॉप का इस्तेमाल बैक्टीरियल आई संक्रमण के इलाज में किया जाता है
zilarta <n1> tablet is used in the treatment of high blood pressure,ज़िलैर्टा <n1> टैबलेट का इस्तेमाल हाइपरटेंशन के इलाज में किया जाता है
axogurd nt tablet sr is used in the treatment of neuropathic pain,ऐक्सोगर्ड एनटी टैबलेट एसआर का इस्तेमाल न्यूरोपैथिक दर्द के इलाज में किया जाता है
axogurd nt tablet sr is a combination of two medicines: pregabalin and nortriptyline,ऐक्सोगर्ड एनटी टैबलेट एसआर दो दवाओं का एक मिश्रण हैःप्रेगैबैलिन और नोर्ट्रिप्टीलीन
as axogurd nt tablet sr may affect your alertness which may affect your ability to drive,"ऐक्सोगर्ड एनटी टैबलेट एसआर से आपकी सतर्कता (अलर्टनेस) पर असर पड़ सकता है, जिससे आपको ड्राइव करने में परेशानी हो सकती है"
"alkacip syrup: view uses, side effects, price and substitutes | <n1>mg","ऐल्कासिप सिरप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
alkacip syrup is used in the treatment of gout and kidney stone,ऐल्कासिप सिरप का इस्तेमाल गठिया and किडनी की पथरी के इलाज में किया जाता है
what were the side-effects while using alkacip syrup?,ऐल्कासिप सिरप के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
sodium citrate,सोडियम साइट्रेट
how do you take alkacip syrup?,आप ऐल्कासिप सिरप किस तरह से लेते हैं?
alkacip syrup is a urine alkalizer,ऐल्कासिप सिरप पेशाब को क्षारीय बनाता है
spiroflut nasal spray is a steroid which works by blocking the production of certain chemical messengers in the body that cause inflammation (redness and swelling) and allergies,स्पिरोफ्लट नेज़ल स्प्रे एक स्टेरॉयड है जो शरीर के केमिकल मैसेंजर के उत्पादन को रोकता है जिसके कारण इन्फ्लेमेशन (सूजन और लाली) तथा एलर्जी होता है
side effects such as mood changes or stomach problems can happen when you start taking spiroflut nasal spray,जब आप स्पिरोफ्लट नेज़ल स्प्रे लेना शुरू करते हैं तो मूड का बदलना या पेट की परेशानी जैसे दुष्प्रभाव हो सकते हैं
spiroflut nasal spray is used in the treatment of sneezing and runny nose due to allergies,स्पिरोफ्लट नेज़ल स्प्रे का इस्तेमाल एलर्जी के कारण हुए छींक और सर्दी के इलाज में किया जाता है
lesuride tablet is used in the treatment of indigestion,लेसुराइड टैबलेट का इस्तेमाल अपच के इलाज में किया जाता है
carvedilol 3.125mg tablet,कार्वेडिलॉल 3.125 एमजी टैबलेट
martifur tablet is used in the treatment and prevention of bacterial infections of urinary tract,मारटिफुर टैबलेट का इस्तेमाल मूत्र मार्ग में बैक्टीरिया संक्रमण के इलाज और रोकथाम में किया जाता है
how do you take cardivas tablet?,आप कारडिवैस टैबलेट किस तरह से लेते हैं?
+ melatonin,+ मेलाटोनिन
discontinue acimol <n1>mg tablet and inform your doctor immediately if rash occurs,अगर चकत्ते हो रहे हैं तो एसिमोल <n1>mg टैबलेट लेना बंद करें और तुरंच अपने डॉक्टर को सूचित करें
"for children, measure the doses of liquid acimol <n1>mg tablet using the measuring cup instead of a teaspoon to avoid under or over-dosage","बच्चों के लिए, कम या ज़्यादा खुराक देने से बचने के लिए लिक्विड एसिमोल <n1>mg टैबलेट की खुराक को चम्मच की जगह नापने के कप का इस्तेमाल करके नापें"
spiroflut a nasal spray is used for sneezing and runny nose due to allergies,स्पिरोफ्लूट ए नेज़ल स्प्रे का इस्तेमाल एलर्जी के कारण हुए छींक और सर्दी के लिए किया जाता है
avoid excess alcohol intake (><n1> glasses/day) when taking acimol <n2>mg tablet as it may cause liver damage,एसिमोल <n2>mg टैबलेट लेते समय शराब की ज़्यादा मात्रा (रोजाना <n1> गिलास से अधिक) का सेवन न करें क्योंकि इससे लिवर को नुकसान हो सकता है
cefadur <n1>mg tablet is used in the treatment of bacterial infections,सैफैडर <n1>mg टैबलेट का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
acimol <n1>mg tablet is used for pain relief and fever,एसिमोल <n1>mg टैबलेट का इस्तेमाल दर्द एंड फीवर के लिए किया जाता है
acimol <n1>mg tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ एसिमोल <n1>mg टैबलेट का इस्तेमाल करें
"however, the use of acimol <n1>mg tablet is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को एसिमोल <n1>mg टैबलेट का इस्तेमाल न करने की सलाह दी जाती है"
alcohol dependence,शराब की लत
"cronodol <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","क्रोनोडोल <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
+ ergotamine,+ एर्गोटैमाइन
+ prochlorperazine,+ प्रोक्लोरपैराज़ीन
ramipril <n1> mg capsule is used in the treatment of heart attack and heart failure,रैमिप्रिल <n1> एमजी कैप्सूल का इस्तेमाल हार्ट अटैक and हार्ट फेल के इलाज में किया जाता है
what were the side-effects while using cronodol <n1> mg tablet?,क्रोनोडोल <n1> एमजी टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take cronodol tablet?,आप क्रोनोडोल टैबलेट किस तरह से लेते हैं?
+ esomeprazole,+ एसोमेप्रैज़ोल
suganril <n1>mg tablet is a non-steroidal anti-inflammatory drug (nsaid),सुगैनरिल <n1>mg टैबलेट नॉन-स्टेरॉयडल एंटी-इन्फ्लामेटरी ड्रग्स (एनएसएआईडी) नामक दवाओं के एक समूह से सम्बन्ध रखता है
cronodol <n1> mg tablet blocks the chemical which breaks the converted form of alcohol in the body,क्रोनोडोल <n1> एमजी टैबलेट उस केमिकल को रोकता है जो शरीर में शराब के बदले रूप को तोड़ता है
"avoid prolonged use of odoxil <n1>mg tablet, since it may have possible effects such as rash and diarrhea",लंबे समय तक ओडोक्सील <n1>mg टैबलेट का सेवन करने से बचे क्योंकि रैश या डायरिया होने का खतरा हो सकता है
"odoxil <n1>mg tablet may cause a headache, dizziness, nervousness, sleeplessness, and fatigue, therefore the ability to drive may be influenced","ओडोक्सील <n1>mg टैबलेट लेने से सिर दर्द, चक्कर आना, घबराहट, अनिद्रा और थकान हो सकता है जिसके कारण ड्राइव करने की क्षमता प्रभावित होती है"
cronodol <n1> mg tablet,क्रोनोडोल <n1> एमजी टैबलेट
suganril <n1>mg tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ सुगैनरिल <n1>mg टैबलेट का इस्तेमाल करें
"domperidone is used in the treatment of indigestion, nausea and vomiting","डोम्पेरिडोन का इस्तेमाल अपच, मिचली आना and उल्टी के इलाज में किया जाता है"
discontinue dolo <n1> tablet and inform your doctor immediately if rash occurs,अगर चकत्ते हो रहे हैं तो डोलो <n1> टैबलेट लेना बंद करें और तुरंच अपने डॉक्टर को सूचित करें
what were the side-effects while using enrifol <n1> mg tablet?,एनरिफोल <n1> एमजी टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
odoxil <n1>mg tablet is used in the treatment of bacterial infections,ओडोक्सील <n1>mg टैबलेट का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
"enrifol <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","एनरिफोल <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
bladmir <n1>mg tablet is used in the treatment of overactive bladder (oab) symptoms,ब्लेडमिर <n1>mg टैबलेट का इस्तेमाल अतिसक्रिय ब्लैडर के लक्षण के इलाज में किया जाता है
"neurobion rf forte injection: view uses, side effects, price and substitutes | <n1>mg","न्यूरोबियन आरएफ फोर्ट इन्जेक्शन: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
bladmir <n1>mg tablet helps you to have better control over your urination,ब्लेडमिर <n1>mg टैबलेट आपको पेशाब करने में बेहतर नियंत्रण रखने में मदद करता है
hetrazan <n1> tablet is used in the treatment of worm infections and filariasis,हेट्राजैन <n1> टैबलेट का इस्तेमाल परजीवी कीटाणुओं द्वारा संक्रमण and फाइलेरिया के इलाज में किया जाता है
neurobion rf forte injection is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए न्यूरोबियन आरएफ फोर्ट इन्जेक्शन का इस्तेमाल संभवतः सुरक्षित हो सकता है
what were the side-effects while using neurobion rf forte injection?,न्यूरोबियन आरएफ फोर्ट इन्जेक्शन के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
bladmir <n1>mg tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ ब्लेडमिर <n1>mg टैबलेट का इस्तेमाल करें
dolo <n1> tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ डोलो <n1> टैबलेट का इस्तेमाल करें
"avoid prolonged use of cefadur <n1>mg tablet, since it may have possible effects such as rash and diarrhea",लंबे समय तक सैफैडर <n1>mg टैबलेट का सेवन करने से बचे क्योंकि रैश या डायरिया होने का खतरा हो सकता है
"cefadur <n1>mg tablet may cause a headache, dizziness, nervousness, sleeplessness, and fatigue, therefore the ability to drive may be influenced","सैफैडर <n1>mg टैबलेट लेने से सिर दर्द, चक्कर आना, घबराहट, अनिद्रा और थकान हो सकता है जिसके कारण ड्राइव करने की क्षमता प्रभावित होती है"
tightness sensation,जकड़न की अनुभूति
how do you take neurobion rf forte injection?,आप न्यूरोबियन आरएफ फोर्ट इन्जेक्शन किस तरह से लेते हैं?
neurobion rf forte injection,न्यूरोबियन आरएफ फोर्ट इन्जेक्शन
"for children, measure the doses of liquid dolo <n1> tablet using the measuring cup instead of a teaspoon to avoid under or over-dosage","बच्चों के लिए, कम या ज़्यादा खुराक देने से बचने के लिए लिक्विड डोलो <n1> टैबलेट की खुराक को चम्मच की जगह नापने के कप का इस्तेमाल करके नापें"
carnisure plus tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए कैर्निसर प्लस टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
how do you take enrifol tablet?,आप एनरिफोल टैबलेट किस तरह से लेते हैं?
vepan <n1>mg drop is used in the treatment of bacterial infections,वेपैन <n1>mg ड्रॉप का इस्तेमाल बैक्टीरिया से होने वाले संक्रमण के इलाज में किया जाता है
use birth control measures to prevent pregnancy while taking hetrazan <n1> tablet,हेट्राजैन <n1> टैबलेट लेने के दौरान प्रेगनेंसी से बचने के लिए गर्भ निरोधकों का इस्तेमाल करें
levazeo <n1> tablet is used in the treatment of indigestion,लेवाज़ियो <n1> टैबलेट का इस्तेमाल अपच के इलाज में किया जाता है
enrifol <n1> mg tablet is unsafe to use during lactation,स्तनपान के दौरान एनरिफोल <n1> एमजी टैबलेट का इस्तेमाल असुरक्षित है
high fever,बुखार
"sleep well <n1> mg tablet: view uses, side effects, price and substitutes | <n2>mg","अच्छे से सो <n1> एमजी टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n2>mg"
take sleep well <n1> mg tablet once while going to bed and do not repeat in the same night,अच्छे से सो <n1> एमजी टैबलेट को रात को सोने से पहले लें और उस रात इसे दोबारा न लें
"however, the use of metacin tablet is not recommended in patients with severe liver disease and active liver disease","हालांकी, गंभीर लीवर संबंधित रोग एंड एक्टिव लीवर संबंधित रोग से पीड़ित मरीजों को मेटसिन टैबलेट का इस्तेमाल न करने की सलाह दी जाती है"
sleep well <n1> mg tablet is safe as per american association of pregnancy,अमेरिकन एसोसिएशन ऑफ़ प्रेगनेंसी के अनुसार अच्छे से सो <n1> एमजी टैबलेट का सेवन सुरक्षित है
"avoid prolonged use of vepan <n1>mg drop, since it may have possible effects such as rash and diarrhea",लंबे समय तक वेपैन <n1>mg ड्रॉप का सेवन करने से बचे क्योंकि रैश या डायरिया होने का खतरा हो सकता है
how do you take ciplar-la tablet?,आप सिपलार-एलए टैबलेट किस तरह से लेते हैं?
metacin tablet should be used with caution in patients with severe kidney disease,गंभीर गुर्दे की बीमारी से पीड़ित मरीज सावधानी के साथ मेटसिन टैबलेट का इस्तेमाल करें
avoid excess alcohol intake (><n1> glasses/day) when taking metacin tablet as it may cause liver damage,मेटसिन टैबलेट लेते समय शराब की ज़्यादा मात्रा (रोजाना <n1> गिलास से अधिक) का सेवन न करें क्योंकि इससे लिवर को नुकसान हो सकता है
looz solution is used in liver disease and constipation,लूज़ सोल्यूशन का इस्तेमाल लीवर संबंधित रोग and कब्ज़ में किया जाता है
it may also be used to treats and prevent complications of liver disease (hepatic encephalopathy),इसका इस्तेमाल लीवर की बीमारी ( हेपेटिक एन्सेफ्लोपैथी) की रोकथाम और इलाज में भी किया जा सकता है
"vepan <n1>mg drop may cause a headache, dizziness, nervousness, sleeplessness, and fatigue, therefore the ability to drive may be influenced","वेपैन <n1>mg ड्रॉप लेने से सिर दर्द, चक्कर आना, घबराहट, अनिद्रा और थकान हो सकता है जिसके कारण ड्राइव करने की क्षमता प्रभावित होती है"
metacin tablet is used for pain relief and fever,मेटसिन टैबलेट का इस्तेमाल दर्द एंड फीवर के लिए किया जाता है
discontinue metacin tablet and inform your doctor immediately if rash occurs,अगर चकत्ते हो रहे हैं तो मेटसिन टैबलेट लेना बंद करें और तुरंच अपने डॉक्टर को सूचित करें
"for children, measure the doses of liquid metacin tablet using the measuring cup instead of a teaspoon to avoid under or over-dosage","बच्चों के लिए, कम या ज़्यादा खुराक देने से बचने के लिए लिक्विड मेटसिन टैबलेट की खुराक को चम्मच की जगह नापने के कप का इस्तेमाल करके नापें"
carnisure plus tablet,कैर्निसर प्लस टैबलेट
"carnisure plus tablet: view uses, side effects, price and substitutes | <n1>mg","कैर्निसर प्लस टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
sleep well <n1> mg tablet belongs to a group of medicines called sedative-hypnotics,अच्छे से सो <n1> एमजी टैबलेट सिडेटिव हायप्नोटिक्स नामक दवाओं के समूह से संबंधित है
sleep well <n1> mg tablet,अच्छे से सो <n1> एमजी टैबलेट
what were the side-effects while using glucored forte tablet?,ग्लूकोरेड फोर्ट टैबलेट के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
how do you take glucored forte tablet?,आप ग्लूकोरेड फोर्ट टैबलेट किस तरह से लेते हैं?
what were the side-effects while using ketoberg soap?,केटोबेर्ग सोप के सेवन से आपको क्या साइड इफ़ेक्ट हुए ?
dry cough and chest congestion,सूखी खांसी और चेस्ट कंजेशन
how do you take p tablet?,आप पी टैबलेट किस तरह से लेते हैं?
telekast-l tablet is used in the treatment of sneezing and runny nose due to allergies,टेलेकास्ट-एल टैबलेट का इस्तेमाल एलर्जी के कारण हुए छींक और सर्दी के इलाज में किया जाता है
"ketoberg soap: view uses, side effects, price and substitutes | <n1>mg","केटोबेर्ग सोप: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
clomipure <n1> capsule may cause blurring of your vision for a short time just after its use,क्लोमिप्योर <n1> कैप्सूल के इस्तेमाल के कुछ देर बाद ही आपको नज़र में धुंधलेपन की समस्या हो सकती है
dutadon tablet is usually well tolerated,ड्यूटैडन टैबलेट आमतौर पर अच्छा असर करने वाली दवा है
do not donate blood for <n1> months after taking the last dose of dutadon tablet,ड्यूटैडन टैबलेट की आखिरी खुराक लेने के <n1> महीने बाद तक रक्त दान न करें
hi there!,नमस्ते!
+ clindamycin,+ क्लिनडैमाइसिन
how do you take allegra tablet?,आप अल्लेग्रा टैबलेट किस तरह से लेते हैं?
"glucored forte tablet: view uses, side effects, price and substitutes | <n1>mg","ग्लूकोरेड फोर्ट टैबलेट: उपयोग, साइड इफ़ेक्ट, कीमत और विकल्प देखें | <n1>mg"
clomipure <n1> capsule works well for women who cannot get pregnant because they are not ovulating or have a condition called polycystic ovary syndrome,क्लोमिप्योर <n1> कैप्सूल उन महिलाओं में अच्छा असर करता है जो प्रेग्नेंट नहीं हो सकती क्योंकि वे ओव्युलेट नहीं कर रही हैं या उनमें पॉलिसिस्टिक ओवरी सिंड्रोम की परेशानी होती है
dutadon tablet is probably safe to use in patients with kidney disease,गुर्दे की बीमारी से पीड़ित मरीजों के लिए ड्यूटैडन टैबलेट का इस्तेमाल संभवतः सुरक्षित हो सकता है
clomipure <n1> capsule is used in the treatment of female infertility,क्लोमिप्योर <n1> कैप्सूल का इस्तेमाल महिलाओं में बांझपन के इलाज में किया जाता है
