English,Hindi
"however, if you experience any symptom which you think is because of the medicine, inform your doctor","हालांकि, अगर आपको कोई भी लक्षण महसूस होता है और आपको लग रहा है कि यह दवा के कारण हो रहा है तो अपने डॉक्टर को बताएं"
"however, if you experience any symptoms after taking this medicine, let your doctor k ow","हालांकि, इस दवा को लेने के बाद आप किसी भी लक्षण का अनुभव करते हैं, तो अपने डॉक्टर को बताएं "
"however, if you experience any symptoms on taking the medicine, let your doctor know","अगर इस दवा को लेने पर आप किसी भी लक्षण का अनुभव करते हैं, तो अपने डॉक्टर को बताएं"
"however, if you experience any symptoms on taking the medicine, you should let your doctor know","हालांकि, इस दवा को लेने पर अगर आप किसी भी लक्षण का अनुभव करते हैं, तो आपको अपने डॉक्टर को बताना चाहिए"
"however, if you experience any symptoms on taking this medicine which you think is caused by it, let your doctor know","हालांकि, यदि आप इस दवा को लेने के बाद कोई लक्षण महसूस करते हैं, तो अपने डॉक्टर को बताएं"
"however, if you experience any symptoms on taking this medicine, you should let your doctor know","हालांकि, इस दवा को लेने पर अगर आप किसी भी लक्षण का अनुभव करते हैं, तो आपको अपने डॉक्टर को बताना चाहिए"
"however, if you experience any symptoms which you believe are caused by the use of this medicine, you should let your doctor know","हालांकि, यदि आप इस दवा का इस्तेमाल करने से कोई लक्षण महसूस करते हैं, तो अपने डॉक्टर को बताएं"
"however, if you experience any symptoms which you feel are due to the medicine, you should let your doctor know","हालांकि, यदि आप इस दवा को लेने के बाद कोई लक्षण महसूस करते हैं, तो अपने डॉक्टर को बताएं"
"however, if you experience side effects which you think is caused by the medicine, let your doctor know","हालांकि, अगर आपको कोई भी साइड इफ़ेक्ट महसूस होता है और आपको लग रहा है कि यह दवा के कारण हो रहा है तो अपने डॉक्टर को बताएं"
"however, if your baby develops any signs of allergy to this medicine, such as wheezing, breathlessness, swelling of the face, hands, itchy rash or redness of the skin, it is advised to not use this medicine","हालांकि, यदि आपके शिशु को इस दवा से एलर्जी के कोई लक्षण जैसे कि घरघराहट, सांस फूलना, चेहरे और हाथ पर सूजन, खुजली वाले चकत्ते या त्वचा की लालिमा दिखाई देते हैं, तो इस दवा का इस्तेमाल न करें"
"however, if your baby develops any signs of allergy to this medicine, such as wheezing, breathlessness, swelling of the face, hands, itchy rash, or redness of the skin, it is advised to not use this medicine","हालांकि, यदि आपके शिशु को इस दवा से एलर्जी के कोई लक्षण जैसे कि घरघराहट, सांस फूलना, चेहरे और हाथ पर सूजन, खुजली वाले चकत्ते या त्वचा की लालिमा दिखाई देते हैं, तो इस दवा का इस्तेमाल न करें"
"however, if your child develops a stomach upset, prefer giving it with food","हालांकि, अगर आपके बच्चे का पेट खराब हो जाता है तो इसे खाने के साथ दें "
"however, in case of prolonged or bothersome events, it would be best to consult your child’s doctor without any delay","हालांकि, लंबा या कष्टदायक समस्या होने पर बिना किसी देरी के अपने बच्चे के डॉक्टर से परामर्श करें"
"however, in case of severe liver disease, discuss with your doctor thoroughly before giving this medicine to your child","हालांकि, लीवर की गंभीर बीमारी के मामले में, अपने बच्चे को यह दवा देने से पहले अपने डॉक्टर के साथ अच्छी तरह से चर्चा करें"
"however, in case these side effects persist for long or start bothering your child, you must consult your child’s doctor without any delay","हालांकि, यदि ये साइड इफेक्ट लंबे समय तक बने रहते हैं या आपके बच्चे को परेशान करते हैं, तो आपको बिना किसी देरी के अपने बच्चे के डॉक्टर से परामर्श करना चाहिए"
"however, in case these side effects persist or bother your child, it would be best to consult your child’s doctor without any delay","हालांकि, यदि ये साइड इफेक्ट बने रहते हैं या आपके बच्चे को परेशान करते हैं, तो आपको बिना किसी देरी के अपने बच्चे के डॉक्टर से परामर्श करना चाहिए"
"however, in case they persist for long or start bothering your child, you must consult your child’s doctor without any delay","हालांकि, यदि ये साइड इफेक्ट लंबे समय तक बने रहते हैं या आपके बच्चे को परेशान करते हैं, तो आपको बिना किसी देरी के अपने बच्चे के डॉक्टर से परामर्श करना चाहिए"
"however, in case they persist or start bothering your child, it would be best to consult your child’s doctor without any delay","हालांकि, यदि ये साइड इफेक्ट लंबे समय तक बने रहते हैं या आपके बच्चे को परेशान करते हैं, तो आपको बिना किसी देरी के अपने बच्चे के डॉक्टर से परामर्श करना चाहिए"
"however, in case your child develops a stomach upset, you can give it with a small amount of food","अगर इसे लेने के बाद बच्चे का पेट खराब हो जाता है, तो आप इसे थोड़े से खाने के साथ दे सकते हैं"
"however, in cases of severe kidney disease, dose modifications may be needed","हालांकि, किडनी की गंभीर बीमारियों के मामलों में खुराक बदलने की ज़रूरत पड़ सकती है "
"however, it can be swallowed as a whole with water","हालांकि, इसे पानी के साथ पूरा निगला जा सकता है"
"however, it does not prevent future migraines attacks","हालांकि, यह भविष्य में होने वाले माइग्रेन के अटैक को रोकता नहीं है"
"however, it is advised to consult a doctor before taking any medicine","हालांकि, कोई भी दवा लेने से पहले डॉक्टर से परामर्श करने की सलाह दी जाती है"
"however, it is generally temporary and will go away with time","हालांकि, यह आमतौर पर अस्थायी होता है और समय के साथ ठीक हो जाएगा "
"however, it is important to make regular doctor's consultations to know the effects of it on your body","हालांकि, अपने शरीर पर इसके प्रभावों को जानने के लिए डॉक्टर से नियमित परामर्श लेना ज़रूरी है "
"however, it is not recommended in patients with severe kidney disease","हालांकि, किडनी की गंभीर बीमारी वाले रोगियों में यह नहीं दिया जाता है "
"however, it is not used to treat these conditions which are caused hpv","हालांकि, इसका इस्तेमाल उन बीमारियों के इलाज में नहीं किया जाता है जो एचपीवी के कारण होते हैं"
"however, it may cause a burning sensation and skin irritation at the site of application","हालांकि, इस्तेमाल वाली जगह पर इससे जलन या त्वचा में जलन का अनुभव हो सकता है "
"however, it may cause a burning sensation and skin irritation at the site of application in some people","हालांकि, कुछ लोगों को इस्तेमाल वाली जगह पर इससे जलन या त्वचा में जलन का अनुभव हो सकता है "
"however, it may cause application site reactions such as redness, tingling, prickling, numbness, rash, and itching","हालांकि, इससे इस्तेमाल वाली जगह पर लालिमा, झुनझुनी, चुभन, सुन्न महसूस होना, रैशेज या दाने और खुजली होने जैसी समस्याएं हो सकती हैं "
"however, it may cause reactions at the site of injection","हालांकि, इससे इंजेक्शन वाली जगह पर रिएक्शन हो सकते हैं "
"however, it may cause reactions at the site of injection in some people","हालांकि, कुछ लोगों में इंजेक्शन वाली जगह पर रिएक्शन हो सकते हैं "
"however, it should be used with caution in children with severe kidney disease","हालांकि, यह किडनी की बीमारी वाले बच्चों में सावधानी के साथ इस्तेमाल किया जाना चाहिए"
"however, it will not work for other types of ear infections (e.g., viral) and therefore, should only be used if prescribed by your doctor","हालांकि, यह कान के अन्य इंफेक्शन (जैसे, वायरल) के लिए काम नहीं करेगा इसलिए इसे केवल डॉक्टर की सलाह पर ही इस्तेमाल करना चाहिए"
"however, it will not work for other types of eye/ear infections (e.g., viral) and, therefore, should only be used if prescribed by your doctor","हालांकि, यह आंख / कान के अन्य इंफेक्शन (जैसे, वायरल) के लिए काम नहीं करेगा इसलिए इसे केवल डॉक्टर की सलाह पर ही इस्तेमाल करना चाहिए"
"however, its ophthalmic form (eye drop) is available to treat bacterial infections of the eye, which is considered to be safe for use","हालांकि, इसका ऑफ्थाल्मिक रूप (आई ड्रॉप) आंख के बैक्टीरियल इंफेक्शन के इलाज के लिए उपलब्ध है, जिसे इस्तेमाल के लिए सुरक्षित माना जाता है"
"however, never exceed the total dose that has been prescribed for a day","हालांकि, एक दिन के लिए निर्धारित की गई खुराक से कभी भी अधिक खुराक ना लें "
"however, never repeat the dose if the next scheduled dose is near","हालांकि, अगर अगली खुराक का समय हो गया हो तो भी खुराक को कभी न दोहराएं "
"however, never take a double dose","हालांकि, कभी भी डबल खुराक न लें"
"however, prefer giving it after meals as this will prevent the chance of developing an upset stomach","हालांकि, इसे भोजन के बाद दें क्योंकि ऐसा करने से यह पेट खराब होने से रोकता है "
"however, regular monitoring of kidney function tests is advised while the patient is taking this medicine","हालांकि,मरीज जब यह दवा ले रहा हो तो उसे नियमित रूप से कीडे फंक्शन टेस्ट करवाते रहना चाहिए "
"however, regular monitoring of liver function tests is recommended during prolonged therapy","हालांकि, लंबे समय तक चलने वाले इलाज के दौरान लीवर फंक्शन टेस्ट की नियमित जांच की सलाह दी जाती है"
"however, skip repeating this dose if it is already time for the next dose","हालांकि, अगली अगली खुराक का समय हो गया है तो डबल खुराक ना लें "
"however, skip the missed dose if it is almost time for the next dose or if your child’s doctor has advised doing so","हालांकि, यदि अगली खुराक का समय हो गया है या यदि आपके बच्चे के डॉक्टर ने ऐसा करने की सलाह दी है तो छूटी हुई खुराक को न लें"
"however, slight anal irritation may occur on application of the medicine","हालांकि, दवा लगाने पर गुदा में हल्की जलन हो सकती है"
"however, some patients might experience injection site reactions such as redness, swelling, and pain","हालांकि, कुछ रोगियों को इंजेक्शन वाली जगह पर लालिमा, सूजन और दर्द का अनुभव हो सकता है"
"however, some people may experience dryness in the mouth, nausea, abdominal pain, constipation, and headache on taking the medicine","हालांकि, कुछ लोगों को दवा लेने पर मुंह में सूखापन, जी मिचलाना, पेट दर्द, कब्ज और सिरदर्द का अनुभव हो सकता है"
"however, some people may experience redness, pain, and swelling at the site of injection","हालांकि, कुछ लोगों को इंजेक्शन वाली जगह पर लालिमा, सूजन और दर्द का अनुभव हो सकता है"
"however, sometimes it may cause irritation, and discomfort in the eyes","हालांकि, कभी-कभी इससे आंखों में जलन और असुविधा हो सकती है "
"however, switch to giving it with food if your child develops a stomach upset","हालांकि, अगर इससे बच्चे का पेट खराब हो जाता है तो इसे भोजन के साथ देना शुरू करें "
"however, taking the two medicines together is not advisable as it may increase the potential for gastric ulceration and bleeding","हालांकि, दो दवाओं को एक साथ लेना उचित नहीं है क्योंकि इससे गैस्ट्रिक अल्सरेशन और ब्लीडिंग की संभावना बढ़ सकती है"
"however, talk to your child's doctor if your child has any underlying kidney disease",अगर आपका बच्चा किडनी की किसी बीमारी से पीड़ित है तो इस बारे में बच्चे के डॉक्टर से बात करें 
"however, the use of dr. dec <n1> mg/<n2> mg tablet is not recommended in patients with severe liver disease and active liver disease","हालांकि, लिवर की गंभीर बीमारी और एक्टिव लिवर की बीमारी वाले रोगियों को dr. dec <n1> mg/<n2> एमजी टैबलेट लेने की सलाह नहीं दी जाती है"
"however, these are temporary and resolve with time","हालांकि, ये अस्थायी हैं और समय के साथ ठीक हो जाते हैं "
"however, these are temporary and usually resolve on their own","हालांकि, ये अस्थायी हैं और आमतौर पर अपने आप ही ठीक हो जाते हैं "
"however, these are usually not bothersome","हालांकि, ये आमतौर पर परेशान नहीं करते हैं"
"however, these are usually temporary and resolve with time","हालांकि, ये आमतौर पर अस्थायी होते हैं और समय के साथ ठीक हो जाते हैं "
"however, this dose may vary depending upon your child’s symptoms, body weight, and age","हालांकि, यह खुराक आपके बच्चे के लक्षणों, शरीर के वजन और उम्र के आधार पर भिन्न हो सकती है"
"however, this dosing may vary depending upon your child’s symptoms, body weight, and age","हालांकि, यह खुराक आपके बच्चे के लक्षणों, शरीर के वजन और उम्र के आधार पर भिन्न हो सकती है"
"however, this may vary based on your child’s clinical condition, body weight, and age","हालांकि, यह आपके बच्चे की क्लिनिकल कंडीशन, शरीर के वजन और उम्र के आधार पर भिन्न हो सकती है"
"however, this may vary depending upon the type and severity of the infection as well as your child’s body weight and age","हालांकि, यह इंफेक्शन के प्रकार और गंभीरता के साथ-साथ आपके बच्चे के शरीर के वजन और उम्र के आधार पर अलग हो सकता है"
"however, this medicine may increase your weight, blood sugar, and cholesterol levels but, modifying your lifestyle by having a healthy diet and exercising regularly can reduce this side effect","हालांकि, यह दवा आपके वजन, ब्लड शुगर और कोलेस्ट्रॉल के स्तर को बढ़ा सकती है, लेकिन जीवनशैली में बदलाव करने और नियमित रूप से एक्सरसाइज करने से इस साइड इफेक्ट को कम किया जा सकता है।"
"however, this side effect disappears rapidly once you stop taking the medicine","हालांकि, एक बार जब आप दवा लेना बंद कर देते हैं तो ये साइड इफ़ेक्ट तेजी से दूर हो जाते हैं "
"however, you may not notice them since they are sometimes completely destroyed in the bowels","हालांकि, आप उन्हें नोटिस नहीं कर सकते हैं क्योंकि वे कभी-कभी आंतों में पूरी तरह से नष्ट हो जाते हैं"
"however, you must finish the full course of medicine","हालांकि, आपको दवा का पूरा कोर्स खत्म करना होगा"
"however, you must skip the missed dose if it’s almost time for the next dose","हालांकि, अगर अगली खुराक का समय हो गया है तो आपको छूटी हुई खुराक को छोड़ देना चाहिए"
"however, you must still continue giving the medicine to your child to finish the complete prescribed course as stopping it abruptly may worsen your child’s condition","हालांकि, आपको अपने बच्चे के निर्धारित कोर्स को पूरा करने के लिए दवा देते रहना चाहिए क्योंकि इसे बंद करने से आपके बच्चे की स्थिति खराब हो सकती है।"
"however, you must still finish the full course of the medicine","हालांकि, आपको अभी भी दवा का पूरा कोर्स खत्म करना होगा"
"however, you must still finish the full course of the medicine because stopping the medicine abruptly may worsen your child’s condition or cause infection recurrence","हालांकि, आपको अभी भी दवा का कोर्स पूरा करना होगा क्योंकि दवा बंद कर देने से आपके बच्चे की स्थिति खराब हो सकती है या इंफेक्शन दोबारा हो सकता है"
"however, you should call your doctor if you think you might have a severe allergic reaction and sign of liver problems such as yellowing of eyes, dark urine, and stomach problems","हालांकि, यदि आपको लगता है कि आपको गंभीर एलर्जिक रिएक्शन हो सकता है और लिवर की समस्याओं जैसे कि आंखों का पीला होना, गहरे रंग का पेशाब और पेट की समस्याएं हो सकती हैं तो आपको अपने डॉक्टर के पास जाना चाहिए"
"however, you should continue taking it as long as it is prescribed even when you feel better","हालांकि, आप इस दवा को तब तक लेते रहें जब तक डॉक्टर ने इसे लेने की सलाह दी है भले ही आप बेहतर महसूस करने लगें हों "
"however, you should continue taking it as long as it is prescribed even when you feel better, to make sure that all the worms are killed","हालांकि, आपको इसे तब तक लेना चाहिए जब तक कि आप बेहतर मसहूस न करने लगें और यह सुनिश्चित न हो जाए कि सभी कीड़े मर गए हैं"
"however, you should skip the dose if the next scheduled dose is near","हालांकि, अगर अगली निर्धारित खुराक का समय हो गया है तो पिछली खुराक मत लें "
"however, you should skip the missed dose if it is already time for the next dose or if your child’s doctor has asked you not to make up for missed doses","हालांकि, आपकी अगली खुराक का समय हो गया है या यदि आपके बच्चे के डॉक्टर ने आपको छूटी हुई खुराक लेने के लिए नहीं कहा है तो आपको छूटी हुई खुराक नहीं लेना चाहिए"
hs aldem healthcare,एचएस एल्डेम हेल्थकेयर
hudkeshwar road,हुड़केश्वर रोड
huicold plus syrup,ह्यूकोल्ड प्लस सिरप
human biotech pvt ltd,ह्यूमन बायोटेक प्राइवेट लिमिटेड
human mixact h <n1> na injection,ह्यूमन मिक्सएक्ट एच <n1> एनए इंजेक्शन
human rise pharma pvt ltd,ह्यूमन राइज फार्मा प्राइवेट लिमिटेड
humidus cream,ह्यूमिडस क्रीम
huntington’s disease is a rare inherited disease that results in the death of nerve cells in the brain,हंटिंगटन डिजीज एक दुर्लभ आनुवांशिक बीमारी है जिसके परिणामस्वरूप मस्तिष्क में तंत्रिका कोशिकाओं की मृत्यु हो जाती है
hyderguda hyderaba hyderabad telangana,हैदरगुडा हैदराबाद तेलंगाना
hydershakote,हाइडरशाकोट
hydnora medicare pvt ltd,हाइडनोरा मेडिकेयर प्राइवेट लिमिटेड
hydrate lifescience,हाइड्रेट लाइफसाइंस
hygeia labs pvt ltd,हाइजिया लैब्स प्राइवेट लिमिटेड
"hypersensitivity, erythema (skin redness)","अतिसंवेदनशीलता, एरिथेमा (त्वचा में लालिमा)"
"hypoglycemia (low blood glucose level), increased appetite","हाइपोग्लाइसीमिया (ब्लड ग्लूकोज लेवल का कम होना), भूख में वृद्धि"
i-floor,i-फ्लोर
i-vion plus injection,आई-विऑन प्लस इंजेक्शन
i. d. a,आई.डी.ए. 
i.d.a. uppal,आई.डी.ए. उप्पल
ibumet-p <an1> tablet,आईबुमेट-पी <an1> टैबलेट
ici healthcare pvt ltd,आईसीआई हेल्थकेयर प्राइवेट लिमिटेड
iconazol gel,आइकोनाजोल जेल
ida kukatpally,आईडीए कुकटपल्ली
idepex <n1> eye drop,इडेपेक्स <n1> आई ड्रॉप
"if any of the side effects persist or get worse, consult the doctor immediately","अगर कोई भी दुष्प्रभाव जारी रहता है या और बढ़ जाता है, तो तुरंत डॉक्टर से परामर्श करें"
"if any of these side effects bothers you, let your doctor know.<n1>","यदि इनमें से कोई भी दुष्प्रभाव आपको परेशान करता है, तो अपने डॉक्टर को बताएं। <n1>"
"if any of these side effects persist or get worse, you should speak with your doctor","यदि इनमें से कोई भी दुष्प्रभाव जारी रहता है या और बिगड़ जाता है, तो आपको अपने डॉक्टर से बात करनी चाहिए"
"if any of these symptoms persist or get worse, you should let your doctor know","यदि इनमें से कोई भी लक्षण जारी रहता है या और बिगड़ जाता है, तो आपको अपने डॉक्टर को बताना चाहिए"
"if drowsiness happens, avoid driving or attention-seeking activity",अगर सुस्ती महसूस होती है तो ड्राइविंग या ध्यान देने वाली गतिविधि से बचें
"if experience any such side effects, speak with your doctor","अगर आप ऐसे किसी भी दुष्प्रभाव का अनुभव करते हैं, तो अपने डॉक्टर के साथ बात करें"
"if given after meals, it will still work but the absorption of the medicine may get affected","अगर इसे भोजन के बाद दिया जाता है, तो भी यह असर करेगा लेकिन ऐसे में दवा का अवशोषण प्रभावित हो सकता है"
"if it bothers you, consult with your doctor",यदि इससे आपको परेशानी हो रही है तो अपने डॉक्टर से परामर्श लें 
"if it causes dry mouth, drink more water and have a sugar candy","अगर इसके कारण मुंह सूखता है, तो अधिक पानी पीएं और शुगर कैंडी खाएं "
"if it develops, drinking plenty of water may prove helpful to your child","अगर यह विकसित होता है, तो खूब पानी पीना आपके बच्चे के लिए उपयोगी साबित हो सकता है"
"if it does not get better or get worse, talk to your doctor for advice",अगर यह ठीक नहीं होता है या और बिगड़ जाता है तो अपने डॉक्टर से बात करें
"if it does not get better with time or gets worse, talk to your doctor","अगर यह समय के साथ ठीक नहीं होता या और बिगड़ जाता है, तो अपने डॉक्टर से बात करें"
"if it does not get better within a week, speak to a pharmacist or doctor","अगर  यह एक सप्ताह के भीतर ठीक नहीं होता है, तो फार्मासिस्ट या डॉक्टर से बात करें"
"if it does not go away or causes problems, contact your doctor","यदि यह दूर नहीं होता है और इससे परेशानी हो रही है, तो अपने डॉक्टर से संपर्क करें"
"if it does not go away or get worse, you should consult your doctor",यदि यह दूर नहीं होता है या और बढ़ जाता है तो आपको अपने डॉक्टर से परामर्श लेना चाहिए
"if it does not improve, there may be some medicines that can help to lower your blood sugar level","यदि इसमें सुधार नहीं होता है, तो कुछ दवाएं ऐसी हैं जो आपके ब्लड शुगर के स्तर को कम करने में मदद कर सकती हैं"
"if it doesn't happen, try again later","यदि ऐसा नहीं होता है, तो बाद में फिर से प्रयास करें"
"if it gets worse or does not improve, ask your doctor to recommend eye drops or talk about changing your medications","यदि यह खराब हो जाता है या सुधार नहीं होता है, तो अपने डॉक्टर से आई ड्रॉप के लिए या अपनी दवाओं को बदलने के लिए कहें"
"if it is almost time for your next dose, skip the missed dose and take it at the next scheduled time","यदि आपकी अगली खुराक का समय हो गया है, तो छूटी हुई खुराक को न लें और इसे अगले निर्धारित समय पर लें"
"if it occurs, make sure your child drinks plenty of water","अगर ऐसा होता है, तो सुनिश्चित करें कि आपका बच्चा खूब पानी पीता रहे "
if it's time for your next dose then skip the missed dose and continue with your regular dosing schedule,यदि आपकी अगली खुराक का समय हो गया है तो छूटी हुई खुराक को छोड़ दें और अपने नियमित खुराक को लेते रहें
"if patients experience treatment-related symptoms affecting their vision and/or ability to concentrate and react, it is recommended that they do not drive or use machines until the effect subsides",यदि मरीज इलाज-संबंधी लक्षणों को महसूस करता हो जो उसकी दृष्टि या एकाग्र होने और प्रतिक्रिया करने की क्षमता को प्रभावित कर रहा तो तब तक गाड़ी न चलाएं या मशीनों का इस्तेमाल न करें जब तक कि प्रभाव कम न हो जाए
"if symptoms persist, further doses may be given but a gap of <n1> hours must be maintained between each dose","यदि लक्षण बने रहते हैं, तो आगे की खुराक दी जा सकती है लेकिन प्रत्येक खुराक के बीच <n1> घंटों का अंतर बनाए रखना चाहिए"
"if the condition does not get better or bothers you, talk to your doctor","यदि हालत में सुधार नहीं हो रहा है या दिक्कत बढ़ रही है, तो अपने डॉक्टर से बात करें"
"if the condition does not improve, consult your doctor as they may need to change you to a different type of medicine","यदि स्थिति में सुधार नहीं होता है, तो अपने डॉक्टर से परामर्श करें क्योंकि आपकी दवा में बदलाव करके दूसरी दवा देने की आवश्यकता हो सकती है"
"if the feeling does not go away or troubles you, do not take any more medicine and speak to a pharmacist or your doctor","यदि फीलिंग दूर नहीं होती है या आपको परेशान करती है, तो कोई और दवा न लें और किसी फार्मासिस्ट या अपने डॉक्टर से बात करें"
"if the medicine is making you drowsy during the day, stop what you are doing and sit or lie down until you feel better","यदि दवा आपको दिन में सुस्ती हो रही है, तो आप जो भी काम कर रहे हैं उसे बंद कर दें और जब तक आप बेहतर महसूस नहीं करते तब तक बैठे या लेटे रहें"
"if the pain is severe, speak to your doctor","अगर दर्द बहुत ज्यादा है, तो अपने डॉक्टर से बात करें"
"if the ring is left outside of the vagina for less than <n1> hours, its effectiveness is not reduced",अगर रिंग <n1> से कम घंटों के लिए योनि से बाहर रहती है तो इसकी प्रभावशीलता कम नहीं होती है
"if the symptoms are bad, there may be an alternative medicine, so talk to your doctor","यदि लक्षण खराब हैं, तो वैकल्पिक दवा के लिए अपने डॉक्टर से बात करें"
"if these bother you or do not go away, let your doctor know – there may be ways of preventing or reducing these effects","यदि ये आपको परेशान करते हैं या ठीक नहीं हो रहे हैं, तो अपने डॉक्टर को बताएं - इन प्रभावों को रोकने या कम करने के तरीके हो सकते हैं"
"if these bother you or you experience any other side effects, let your doctor know",अगर इन साइड इफ़ेक्ट से आपको परेशानी हो रही है या आपको कोई अन्य साइड इफ़ेक्ट महसूस हो रहा है तो अपने डॉक्टर को बताएं
"if these occur, they will subside once your child’s body adapts to the medicine","यदि ये होते हैं, तो जैसे जैसे आपके बच्चे का शरीर दवा के अनुकूल होगा ये कम हो जाएंगे "
"if these side effects become severe or stay for a long duration, you should consult the doctor immediately","यदि ये दुष्प्रभाव गंभीर हो जाते हैं या लंबी अवधि तक रहते हैं, तो आपको तुरंत डॉक्टर से परामर्श करना चाहिए"
"if these side effects persist or become bothersome for your child, report to the doctor without any delay","यदि ये दुष्प्रभाव बने रहते हैं या इससे आपके बच्चे को परेशानी हो रही है, तो बिना देरी किए डॉक्टर को बताएं "
"if these symptoms occur, you should immediately contact your doctor because such allergic reactions can be life threatening",यदि ये लक्षण नजर आते हैं तो आपको तुरंत अपने डॉक्टर से संपर्क करना चाहिए क्योंकि ऐसी एलर्जी जानलेवा हो सकती है 
"if these symptoms persist for a longer duration, consult your doctor","यदि ये लक्षण लंबी अवधि तक बने रहते हैं, तो अपने डॉक्टर से परामर्श लें "
"if these symptoms persist for a longer duration, let your doctor know","यदि ये लक्षण लंबी अवधि तक बने रहते हैं, तो अपने डॉक्टर को बताएं"
"if these symptoms persist, inform your doctor","यदि ये लक्षण बने रहते हैं, तो अपने डॉक्टर को सूचित करें"
"if they bother you or if you experience any other side effects, talk to your doctor","अगर इनसे आपको परेशानी हो रही है या आप किसी अन्य दुष्प्रभाव का अनुभव करते हैं, तो अपने डॉक्टर से बात करें"
"if they do not go away and you are bothered by these side effects, let your doctor know","अगर ये साइड एफ्फेत दूर नहीं होते हैं और आप इन दुष्प्रभावों से परेशान हैं, तो अपने डॉक्टर को बताएं"
"if they do not resolve on their own or get worse, let your doctor know","यदि ये अपने आप ठीक नहीं होते हैं या और बिगड़ जाते हैं, तो अपने डॉक्टर को बताएं"
"if they persist for a longer duration, inform your doctor","यदि वे लंबी अवधि तक बने रहते हैं, तो अपने डॉक्टर को सूचित करें"
"if they persist or get worse, inform your doctor. pregnant","यदि ये लक्षण बने रहते हैं या और बिगड़ जाते हैं, तो अपने डॉक्टर को सूचित करें। गर्भवती"
"if this does not help, talk to your doctor about other possible medications",अगर इससे मदद नहीं मिलती है तो अन्य संभावित दवाओं के बारे में अपने डॉक्टर से बात करें
"if this happens regularly after you take your medicine, try to take the medicine at a time when you can sit or lie down when the symptoms are worse","यदि दवा लेने के बाद यह नियमित रूप से होता है, तो जब आप लक्षण खराब होने पर आप बैठ या लेट सकते हैं तो उस समय दवा लेने की कोशिश करें"
"if this happens, give plenty of fluids and a fiber-rich diet to your child","यदि ऐसा होता है, तो अपने बच्चे को खूब तरल पदार्थ और फाइबर युक्त आहार दें"
"if this happens, make your child sit or lie down and ask them to be careful while performing tasks that require mental focus","यदि ऐसा होता है, तो अपने बच्चे को बैठने या लेटने के लिए कहें और उन कार्यों को करते समय सावधानी बरतने को कहें जिनसे मानसिक रुप से ध्यान देने की आवश्यकता होती है"
"if this happens, sit or lie down and be careful while performing tasks that require mental focus","यदि ऐसा होता है, तो बैठें या लेट जाएं और ऐसा कोई काम ना करें जिसमें बहुत ज्यादा मानसिक ध्यान देने की ज़रूरत हो "
"if this happens, stop what you are doing and sit or lie down until you feel better","अगर ऐसा होता है, तो आप जो भी काम कर रहे हों उसे बंद करके बैठें या लेट जाएँ, जब तक आपको बेहतर ना महसूस होने लगे "
